transaction_id,client_id,date_transaction,montant,devise,taux_change_eur,montant_eur,categorie,produit,agence,type_operation,statut,score_credit_client,segment_client,solde_avant,taux_interet,is_anomaly_montant,is_anomaly_score,is_anomaly,year,month,quarter,weekday,montant_eur_verifie,ecart_montant_eur,categorie_risque,credit,debit,nb_transactions,montant_moyen,nb_produits_distincts,total_credit,total_debit,solde_net,taux_rejet
TXN001360,CLI0090,2024-03-08 13:06:00,2431.46,EUR,1.0,2431.46,Virement,Compte Epargne,Nantes-Commerce,Credit,Complete,682.0,Standard,9588.17,,False,False,False,2024.0,3.0,2024Q1,Friday,2431.46,0.0,Medium,2431.46,0.0,10,-1042.4189999999999,6,4860.32,-15284.51,-10424.19,0.0
TXN000668,CLI0071,2022-02-17 22:43:00,-275.81,GBP,0.86,-320.71,Retrait DAB,Credit Auto,Paris-Centre,Debit,Complete,797.0,Premium,21413.01,,False,False,False,2022.0,2.0,2022Q1,Thursday,-320.7093023255814,-0.000697674418574934,Low,0.0,-275.81,17,347.74176470588236,7,12861.34,-6949.73,5911.610000000001,0.0
TXN000526,CLI0124,2022-04-07 04:22:00,2418.18,MAD,10.85,222.87,Virement international,Credit Immobilier,Toulouse-Capitole,Credit,Complete,585.0,Standard,14333.8,,False,False,False,2022.0,4.0,2022Q2,Thursday,222.873732718894,-0.0037327188939855205,Medium,2418.18,0.0,12,-340.51166666666666,5,11477.029999999999,-15563.17,-4086.1400000000012,0.0
TXN001840,CLI0137,2022-09-09 01:18:00,1016.83,GBP,0.86,1182.36,Prelevement,Assurance Vie,Marseille-Vieux-Port,Credit,Complete,725.0,Premium,23105.82,,False,False,False,2022.0,9.0,2022Q3,Friday,1182.360465116279,-0.0004651162792015384,Low,1016.83,0.0,16,234.97874999999996,6,11066.04,-7306.38,3759.6600000000008,0.0
TXN000390,CLI0090,2023-07-18 19:58:00,-6912.37,USD,1.08,-6400.34,Virement international,Credit Immobilier,Nantes-Commerce,Debit,Complete,645.0,Standard,40988.99,,True,False,True,2023.0,7.0,2023Q3,Tuesday,-6400.342592592592,0.0025925925920091686,Medium,0.0,-6912.37,10,-1042.4189999999999,6,4860.32,-15284.51,-10424.19,0.0
TXN000612,CLI0119,2022-06-17 16:01:03,74.69,EUR,1.0,74.69,Paiement CB,Credit Immobilier,nan,Credit,Complete,793.0,Premium,42161.2,,False,False,False,2022.0,6.0,2022Q2,Friday,74.69,0.0,Low,74.69,0.0,17,372.50529411764705,6,16229.19,-9896.6,6332.59,0.0
TXN000318,CLI0059,2024-07-12 20:25:00,-227.85,EUR,1.0,-227.85,Paiement CB,Livret A,Paris-Centre,Debit,Complete,594.0,Standard,32107.0,,False,False,False,2024.0,7.0,2024Q3,Friday,-227.85,0.0,Medium,0.0,-227.85,10,1365.8719999999998,5,16724.77,-3066.0499999999997,13658.720000000001,0.0
TXN000624,CLI0127,2022-04-07 00:22:00,-442.83,EUR,1.0,-442.83,Paiement CB,Credit Immobilier,Nice-Massena,Debit,Complete,691.0,Standard,42987.14,,False,False,False,2022.0,4.0,2022Q2,Thursday,-442.83,0.0,Medium,0.0,-442.83,20,123.45549999999999,8,17710.059999999998,-15240.95,2469.109999999997,0.0
TXN000523,CLI0038,,-116.94,EUR,1.0,-116.94,Interets,Credit Immobilier,Bordeaux-Meriadeck,Debit,Complete,516.0,Risque,21064.49,,False,False,False,,,NaT,,-116.94,0.0,High,0.0,-116.94,15,1016.6893333333334,6,20116.73,-4866.39,15250.34,0.0
TXN000570,CLI0087,2024-12-23 15:27:00,120.67,EUR,1.0,120.67,Paiement CB,Assurance Vie,Toulouse-Capitole,Credit,Complete,607.0,Standard,15065.46,,False,False,False,2024.0,12.0,2024Q4,Monday,120.67,0.0,Medium,120.67,0.0,13,-380.85,7,3990.46,-8941.51,-4951.05,0.0
TXN000729,CLI0109,2023-09-13 09:36:00,1372.4,EUR,1.0,1372.4,Depot especes,Assurance Vie,Lyon-Part-Dieu,Credit,Complete,701.0,Standard,24110.42,,False,False,False,2023.0,9.0,2023Q3,Wednesday,1372.4,0.0,Low,1372.4,0.0,13,597.33,7,14263.7,-6498.41,7765.290000000001,0.0
TXN000232,CLI0062,2022-04-25 07:36:00,426.32,EUR,1.0,426.32,Paiement CB,PEA,Toulouse-Capitole,Credit,En attente,645.0,Standard,49577.94,,False,False,False,2022.0,4.0,2022Q2,Monday,426.32,0.0,Medium,426.32,0.0,11,195.5063636363636,7,11334.89,-9184.32,2150.5699999999997,0.0
TXN000987,CLI0054,2023-06-23 19:24:00,-1911.53,EUR,1.0,-1911.53,Depot especes,PEA,Bordeaux-Meriadeck,Debit,Complete,645.0,Risque,32881.35,,False,False,False,2023.0,6.0,2023Q2,Friday,-1911.53,0.0,Medium,0.0,-1911.53,15,-158.16866666666658,8,10759.36,-13131.89,-2372.529999999999,0.0
TXN000495,CLI0062,2023-09-23 15:34:00,2896.61,EUR,1.0,2896.61,Interets,Compte Courant,Toulouse-Capitole,Credit,Complete,640.0,Nan,2897.12,,False,False,False,2023.0,9.0,2023Q3,Saturday,2896.61,0.0,Medium,2896.61,0.0,11,195.5063636363636,7,11334.89,-9184.32,2150.5699999999997,0.0
TXN000374,CLI0084,2023-07-12 17:28:00,448.59,EUR,1.0,448.59,Interets,Credit Immobilier,Marseille-Vieux-Port,Credit,Complete,684.0,Standard,22881.52,,False,False,False,2023.0,7.0,2023Q3,Wednesday,448.59,0.0,Medium,448.59,0.0,12,-17044.989166666666,7,4891.29,-209431.16,-204539.87,0.0
TXN001792,CLI0114,2024-10-27 22:07:00,1089.41,EUR,1.0,1089.41,Remboursement credit,Credit Consommation,Nantes-Commerce,Credit,Complete,838.0,Premium,15015.54,,False,False,False,2024.0,10.0,2024Q4,Sunday,1089.41,0.0,Low,1089.41,0.0,9,-1058.3044444444445,7,3683.09,-13207.83,-9524.74,0.0
TXN001207,CLI0127,2024-05-05 05:23:00,-2561.2,EUR,1.0,-2561.2,Virement,Assurance Vie,Nice-Massena,Debit,Rejete,691.0,Standard,45223.57,,False,False,False,2024.0,5.0,2024Q2,Sunday,-2561.2,0.0,Medium,0.0,-2561.2,20,123.45549999999999,8,17710.059999999998,-15240.95,2469.109999999997,0.0
TXN000144,CLI0134,2023-07-18 01:35:00,475.29,EUR,1.0,475.29,Retrait DAB,Credit Immobilier,Nice-Massena,Credit,Complete,600.0,Standard,21417.31,,False,False,False,2023.0,7.0,2023Q3,Tuesday,475.29,0.0,Medium,475.29,0.0,11,-758.2354545454546,6,3761.62,-12102.21,-8340.59,0.0
TXN000717,CLI0096,2022-02-02 13:01:00,-494.86,EUR,1.0,-494.86,Retrait DAB,Credit Consommation,Lyon-Part-Dieu,Debit,Complete,710.0,Standard,3252.26,,False,False,False,2022.0,2.0,2022Q1,Wednesday,-494.86,0.0,Low,0.0,-494.86,20,-21.814499999999992,8,16337.27,-16773.56,-436.2900000000009,0.0
TXN001431,CLI0108,2022-03-16 22:47:00,-2578.97,EUR,1.0,-2578.97,Prelevement,Compte Epargne,Paris-Centre,Debit,En attente,375.0,Risque,2238.39,,False,False,False,2022.0,3.0,2022Q1,Wednesday,-2578.97,0.0,High,0.0,-2578.97,10,-587.6800000000001,5,5511.889999999999,-11388.689999999999,-5876.799999999999,0.0
TXN000181,CLI0111,2023-02-09 14:37:00,-1317.18,EUR,1.0,-1317.18,Remboursement credit,Credit Consommation,Paris-Centre,Debit,Complete,617.0,Nan,37641.04,,False,False,False,2023.0,2.0,2023Q1,Thursday,-1317.18,0.0,Medium,0.0,-1317.18,14,-6086.592857142858,6,11440.449999999999,-96652.75,-85212.3,0.0
TXN000502,CLI0125,2023-01-03 02:45:00,1972.68,EUR,1.0,1972.68,Prelevement,Compte Epargne,Lille-Grand-Place,Credit,Complete,810.0,Premium,39632.81,,False,False,False,2023.0,1.0,2023Q1,Tuesday,1972.68,0.0,Low,1972.68,0.0,15,713.7446666666667,6,15705.56,-4999.39,10706.169999999998,0.0
TXN001788,CLI0104,2022-08-03 07:27:00,1678.84,EUR,1.0,1678.84,Depot especes,Livret A,Nantes-Commerce,Credit,Complete,690.0,Nan,3811.84,,False,False,False,2022.0,8.0,2022Q3,Wednesday,1678.84,0.0,Medium,1678.84,0.0,10,134.90699999999998,6,6398.639999999999,-5049.57,1349.0699999999997,0.0
TXN001079,CLI0094,2022-12-15 11:41:00,509.84,EUR,1.0,509.84,Remboursement credit,PEA,Paris-Centre,Credit,Complete,435.0,Risque,18961.14,,False,False,False,2022.0,12.0,2022Q4,Thursday,509.84,0.0,High,509.84,0.0,10,-529.2079999999999,7,9555.52,-14847.6,-5292.08,0.0
TXN001022,CLI0140,2022-03-01 19:57:00,2154.27,EUR,1.0,2154.27,Prelevement,Credit Immobilier,Marseille-Vieux-Port,Credit,Complete,609.0,Standard,6669.25,,False,False,False,2022.0,3.0,2022Q1,Tuesday,2154.27,0.0,Medium,2154.27,0.0,11,-150.51909090909086,6,6105.9400000000005,-7761.650000000001,-1655.71,0.0
TXN000026,CLI0106,2024-08-26 22:58:00,-2443.66,EUR,1.0,-2443.66,Virement,Credit Immobilier,Nantes-Commerce,Debit,Complete,652.0,Standard,1947.28,,False,False,False,2024.0,8.0,2024Q3,Monday,-2443.66,0.0,Medium,0.0,-2443.66,16,-257.02937499999996,8,8443.800000000001,-12556.27,-4112.469999999999,0.0
TXN000204,CLI0073,2023-09-10 06:33:00,0.0,GBP,0.86,-2140.03,Virement,Compte Epargne,Marseille-Vieux-Port,Debit,Complete,747.0,Premium,2823.0,,False,False,False,2023.0,9.0,2023Q3,Sunday,0.0,-2140.03,Low,0.0,0.0,15,418.22666666666663,7,12404.14,-6130.74,6273.4,0.0
TXN000441,CLI0074,2023-10-11 08:33:00,1746.67,EUR,1.0,1746.67,Remboursement credit,Credit Immobilier,nan,Credit,Complete,633.0,Standard,24870.21,,False,False,False,2023.0,10.0,2023Q4,Wednesday,1746.67,0.0,Medium,1746.67,0.0,15,-433.76666666666665,7,10429.96,-16936.46,-6506.5,0.0
TXN000825,CLI0020,2022-11-01 20:09:00,-994.76,GBP,0.86,-1156.7,Virement,Credit Auto,Bordeaux-Meriadeck,Debit,Complete,660.0,Standard,5746.89,,False,False,False,2022.0,11.0,2022Q4,Tuesday,-1156.6976744186047,-0.002325581395325571,Medium,0.0,-994.76,13,45.60769230769228,7,8083.120000000001,-7490.22,592.9000000000005,0.0
TXN001144,CLI0011,2024-06-20 14:36:00,-88888.0,EUR,1.0,-6934.61,Virement international,Compte Epargne,Bordeaux-Meriadeck,Debit,Complete,672.0,Nan,31443.11,,True,False,True,2024.0,6.0,2024Q2,Thursday,-88888.0,81953.39,Medium,0.0,-88888.0,15,-6188.332666666667,6,10096.39,-102921.38,-92824.99,0.0
TXN000352,CLI0004,2023-08-06 23:53:00,1699.39,CHF,0.97,1751.95,Prelevement,PEA,Bordeaux-Meriadeck,Credit,Rejete,586.0,Standard,13897.74,,False,False,False,2023.0,8.0,2023Q3,Sunday,1751.9484536082475,0.001546391752526688,Medium,1699.39,0.0,16,-94.13125000000001,7,7057.71,-8563.81,-1506.0999999999995,0.0
TXN000330,CLI0024,2022-01-22 21:15:00,2551.55,EUR,1.0,2551.55,Remboursement credit,Credit Immobilier,Lyon-Part-Dieu,Credit,Complete,592.0,Standard,7104.5,,False,False,False,2022.0,1.0,2022Q1,Saturday,2551.55,0.0,Medium,2551.55,0.0,12,272.8325,6,12152.2,-8878.210000000001,3273.99,0.0
TXN001445,CLI0144,2023-03-28 10:42:00,338.02,EUR,1.0,338.02,Retrait DAB,Credit Consommation,Paris-Centre,Credit,En attente,361.0,Risque,26058.41,,False,False,False,2023.0,3.0,2023Q1,Tuesday,338.02,0.0,High,338.02,0.0,16,-450.673125,8,9278.849999999999,-16489.62,-7210.77,0.0
TXN000108,CLI0103,2024-11-20 17:06:00,-991.39,USD,1.08,-917.95,Depot especes,Assurance Vie,Paris-Centre,Debit,Complete,683.0,Standard,7129.79,,False,False,False,2024.0,11.0,2024Q4,Wednesday,-917.9537037037036,0.003703703703536121,Medium,0.0,-991.39,16,-1135.0106250000001,8,1731.42,-19891.59,-18160.17,0.0
TXN001324,CLI0141,2022-11-11 12:21:00,-1998.82,MAD,10.85,-184.22,Prelevement,Assurance Vie,Lille-Grand-Place,Debit,Complete,726.0,Premium,38129.23,,False,False,False,2022.0,11.0,2022Q4,Friday,-184.22304147465437,0.0030414746543669935,Low,0.0,-1998.82,15,5717.172666666667,5,106277.95000000001,-20520.36,85757.59000000001,0.0
TXN000747,CLI0122,2022-01-07 20:52:00,1000.44,USD,1.08,926.33,Remboursement credit,Compte Courant,Nantes-Commerce,Credit,Rejete,824.0,Premium,36817.07,,False,False,False,2022.0,1.0,2022Q1,Friday,926.3333333333334,-0.0033333333333303017,Low,1000.44,0.0,22,211.56227272727273,8,22269.75,-17615.38,4654.369999999999,0.0
TXN001658,CLI0039,2024-03-15 14:14:00,2394.01,EUR,1.0,2394.01,Prelevement,Compte Courant,Lille-Grand-Place,Credit,Complete,645.0,Standard,33949.08,,False,False,False,2024.0,3.0,2024Q1,Friday,2394.01,0.0,Medium,2394.01,0.0,13,505.83076923076925,7,14758.210000000001,-8182.41,6575.800000000001,0.0
TXN001495,CLI0094,2023-08-13 05:32:00,1205.4,USD,1.08,1116.11,Virement international,Livret A,Paris-Centre,Credit,Rejete,435.0,Risque,40639.65,,False,False,False,2023.0,8.0,2023Q3,Sunday,1116.111111111111,-0.0011111111111858918,High,1205.4,0.0,10,-529.2079999999999,7,9555.52,-14847.6,-5292.08,0.0
TXN001614,CLI0111,2023-08-26 17:09:00,1164.87,EUR,1.0,1164.87,Remboursement credit,Compte Epargne,Paris-Centre,Credit,Complete,617.0,Standard,30385.97,,False,False,False,2023.0,8.0,2023Q3,Saturday,1164.87,0.0,Medium,1164.87,0.0,14,-6086.592857142858,6,11440.449999999999,-96652.75,-85212.3,0.0
TXN001225,CLI0087,2024-03-14 05:19:00,418.29,EUR,1.0,418.29,Retrait DAB,Assurance Vie,Toulouse-Capitole,Credit,Complete,607.0,Standard,24378.09,,False,False,False,2024.0,3.0,2024Q1,Thursday,418.29,0.0,Medium,418.29,0.0,13,-380.85,7,3990.46,-8941.51,-4951.05,0.0
TXN001828,CLI0137,2023-11-29 05:06:00,-358.05,GBP,0.86,-416.34,Retrait DAB,Compte Epargne,Marseille-Vieux-Port,Debit,Complete,725.0,Premium,14596.42,,False,False,False,2023.0,11.0,2023Q4,Wednesday,-416.3372093023256,-0.0027906976743565792,Low,0.0,-358.05,16,234.97874999999996,6,11066.04,-7306.38,3759.6600000000008,0.0
TXN001114,CLI0117,2024-05-10 12:54:00,-345.19,EUR,1.0,-345.19,Virement,Assurance Vie,Lille-Grand-Place,Debit,Complete,643.0,Standard,21764.03,,False,False,False,2024.0,5.0,2024Q2,Friday,-345.19,0.0,Medium,0.0,-345.19,13,-908.4238461538462,6,7699.5599999999995,-19509.07,-11809.51,0.0
TXN001778,CLI0081,2024-03-05 20:25:00,2397.8,USD,1.08,2220.19,Virement international,Assurance Vie,Toulouse-Capitole,Credit,Complete,617.0,Nan,6025.72,,False,False,False,2024.0,3.0,2024Q1,Tuesday,2220.185185185185,0.0048148148148356995,Medium,2397.8,0.0,14,-419.56285714285707,7,12105.54,-17979.42,-5873.879999999997,0.0
TXN001066,CLI0103,2023-11-16 14:41:00,102.69,EUR,1.0,102.69,Paiement CB,Compte Epargne,Paris-Centre,Credit,Complete,645.0,Standard,20963.19,,False,False,False,2023.0,11.0,2023Q4,Thursday,102.69,0.0,Medium,102.69,0.0,16,-1135.0106250000001,8,1731.42,-19891.59,-18160.17,0.0
TXN001133,CLI0109,2024-03-31 09:24:00,452.46,EUR,1.0,452.46,Retrait DAB,Credit Auto,Lyon-Part-Dieu,Credit,Complete,701.0,Standard,6892.38,,False,False,False,2024.0,3.0,2024Q1,Sunday,452.46,0.0,Low,452.46,0.0,13,597.33,7,14263.7,-6498.41,7765.290000000001,0.0
TXN001851,CLI0138,2024-11-08 14:48:00,-149.42,CHF,0.97,-154.04,Paiement CB,PEA,Bordeaux-Meriadeck,Debit,Complete,749.0,Premium,35374.9,,False,False,False,2024.0,11.0,2024Q4,Friday,-154.04123711340205,0.0012371134020554564,Low,0.0,-149.42,14,406.1092857142857,8,13507.36,-7821.83,5685.530000000001,0.0
TXN000406,CLI0014,2023-10-16 17:36:00,-91.8,EUR,1.0,-91.8,Paiement CB,Credit Consommation,nan,Debit,Complete,673.0,Standard,33714.4,,False,False,False,2023.0,10.0,2023Q4,Monday,-91.8,0.0,Medium,0.0,-91.8,12,7360.828333333335,5,101428.5,-13098.56,88329.94,0.0
TXN001825,CLI0075,,250.01,GBP,0.86,290.71,Paiement CB,Credit Immobilier,Nice-Massena,Credit,Complete,645.0,Standard,19934.78,,False,False,False,,,NaT,,290.7093023255814,0.000697674418574934,Medium,250.01,0.0,11,50.25909090909092,5,5094.41,-4541.5599999999995,552.8500000000004,0.0
TXN000437,CLI0090,2022-03-08 21:36:03,-2522.14,EUR,1.0,-2522.14,Virement,Livret A,Nantes-Commerce,Debit,Complete,682.0,Standard,20906.15,,False,False,False,2022.0,3.0,2022Q1,Tuesday,-2522.14,0.0,Medium,0.0,-2522.14,10,-1042.4189999999999,6,4860.32,-15284.51,-10424.19,0.0
TXN001202,CLI0075,2022-11-24 04:10:00,-219.29,EUR,1.0,-219.29,Paiement CB,Compte Epargne,Nice-Massena,Debit,Complete,647.0,Standard,27660.83,,False,False,False,2022.0,11.0,2022Q4,Thursday,-219.29,0.0,Medium,0.0,-219.29,11,50.25909090909092,5,5094.41,-4541.5599999999995,552.8500000000004,0.0
TXN000792,CLI0069,2024-06-18 05:08:00,-1093.53,MAD,10.85,-100.79,Prelevement,PEA,Marseille-Vieux-Port,Debit,En attente,647.0,Standard,35490.05,,False,False,False,2024.0,6.0,2024Q2,Tuesday,-100.78617511520737,-0.00382488479263543,Medium,0.0,-1093.53,19,-591.3526315789474,8,7759.33,-18995.03,-11235.699999999999,0.0
TXN001879,CLI0059,2024-11-10 13:17:00,235.54,EUR,1.0,235.54,Paiement CB,Credit Immobilier,Paris-Centre,Credit,Complete,594.0,Standard,28746.8,,False,False,False,2024.0,11.0,2024Q4,Sunday,235.54,0.0,Medium,235.54,0.0,10,1365.8719999999998,5,16724.77,-3066.0499999999997,13658.720000000001,0.0
TXN001007,CLI0108,2022-08-29 13:18:00,2173.83,EUR,1.0,2173.83,Remboursement credit,Assurance Vie,Paris-Centre,Credit,Complete,375.0,Nan,30793.51,,False,False,False,2022.0,8.0,2022Q3,Monday,2173.83,0.0,High,2173.83,0.0,10,-587.6800000000001,5,5511.889999999999,-11388.689999999999,-5876.799999999999,0.0
TXN001955,CLI0084,2023-12-18 19:46:00,314.12,EUR,1.0,314.12,Paiement CB,PEA,Marseille-Vieux-Port,Credit,Complete,645.0,Standard,30220.79,,False,False,False,2023.0,12.0,2023Q4,Monday,314.12,0.0,Medium,314.12,0.0,12,-17044.989166666666,7,4891.29,-209431.16,-204539.87,0.0
TXN000015,CLI0146,2024-08-17 22:19:00,355.87,EUR,1.0,355.87,Paiement CB,Credit Auto,Toulouse-Capitole,Credit,Complete,583.0,Standard,29942.03,,False,False,False,2024.0,8.0,2024Q3,Saturday,355.87,0.0,Medium,355.87,0.0,10,-410.131,5,5345.139999999999,-9446.45,-4101.310000000001,0.0
TXN000452,CLI0023,2022-04-05 03:33:00,6176.21,EUR,1.0,6176.21,Virement international,Compte Courant,Marseille-Vieux-Port,Credit,Complete,636.0,Standard,15675.93,,True,False,True,2022.0,4.0,2022Q2,Tuesday,6176.21,0.0,Medium,6176.21,0.0,14,-535.255,6,12190.32,-19683.89,-7493.57,0.0
TXN000525,CLI0084,2024-12-21 17:28:00,-200000.0,EUR,1.0,1401.12,Interets,Assurance Vie,Marseille-Vieux-Port,Credit,Complete,684.0,Nan,13074.37,,True,False,True,2024.0,12.0,2024Q4,Saturday,-200000.0,201401.12,Medium,0.0,-200000.0,12,-17044.989166666666,7,4891.29,-209431.16,-204539.87,0.0
TXN000113,CLI0099,2023-07-27 19:43:00,-1852.58,USD,1.08,-1715.35,Interets,Livret A,Nantes-Commerce,Debit,Complete,664.0,Nan,39765.37,,False,False,False,2023.0,7.0,2023Q3,Thursday,-1715.3518518518517,0.0018518518518249039,Medium,0.0,-1852.58,14,-6830.029285714286,8,2539.4799999999996,-98159.89,-95620.41,0.0
TXN001566,CLI0042,2022-08-10 07:13:00,-248.05,USD,1.08,-229.68,Retrait DAB,Compte Courant,Bordeaux-Meriadeck,Debit,Complete,638.0,Standard,49052.53,,False,False,False,2022.0,8.0,2022Q3,Wednesday,-229.67592592592592,-0.004074074074083001,Medium,0.0,-248.05,10,455.0660000000001,6,9417.45,-4866.79,4550.660000000001,0.0
TXN000584,CLI0061,2022-11-25 14:40:00,172.25,EUR,1.0,172.25,Paiement CB,Compte Epargne,Marseille-Vieux-Port,Credit,Complete,341.0,Risque,13774.42,,False,False,False,2022.0,11.0,2022Q4,Friday,172.25,0.0,High,172.25,0.0,13,103.00000000000007,6,13005.45,-11666.449999999999,1339.0000000000018,0.0
TXN001382,CLI0070,2024-06-16 04:01:00,2353.97,EUR,1.0,2353.97,Depot especes,Compte Epargne,Nantes-Commerce,Credit,Complete,425.0,Risque,47430.92,,False,False,False,2024.0,6.0,2024Q2,Sunday,2353.97,0.0,High,2353.97,0.0,13,15569.852307692308,7,207054.60000000003,-4646.52,202408.08000000005,0.0
TXN000279,CLI0137,2022-04-09 21:06:00,-1978.02,EUR,1.0,-1978.02,Virement,Livret A,Marseille-Vieux-Port,Debit,Complete,725.0,Nan,19074.66,,False,False,False,2022.0,4.0,2022Q2,Saturday,-1978.02,0.0,Low,0.0,-1978.02,16,234.97874999999996,6,11066.04,-7306.38,3759.6600000000008,0.0
TXN001331,CLI0040,2024-11-01 11:26:00,-2240.44,USD,1.08,-2074.48,Prelevement,PEA,Nice-Massena,Debit,Complete,491.0,Risque,12200.46,,False,False,False,2024.0,11.0,2024Q4,Friday,-2074.4814814814813,0.0014814814812780241,High,0.0,-2240.44,19,434.80368421052634,7,15324.52,-7063.25,8261.27,0.0
TXN001673,CLI0015,2023-04-18 14:29:00,-3784.87,USD,1.08,-3504.51,Virement international,Livret A,Lyon-Part-Dieu,Debit,Complete,648.0,Standard,11289.82,,False,False,False,2023.0,4.0,2023Q2,Tuesday,-3504.509259259259,-0.0007407407410937594,Medium,0.0,-3784.87,11,-300.23181818181814,5,3752.75,-7055.3,-3302.55,0.0
TXN000031,CLI0092,2023-05-16 16:26:00,4614.24,EUR,1.0,4614.24,Virement international,Credit Immobilier,Nantes-Commerce,Credit,Complete,717.0,Standard,30513.64,,False,False,False,2023.0,5.0,2023Q2,Tuesday,4614.24,0.0,Low,4614.24,0.0,19,-581.2315789473685,6,16754.07,-27797.47,-11043.400000000001,0.0
TXN000698,CLI0054,2024-08-17 23:52:00,1411.13,EUR,1.0,1411.13,Interets,PEA,Bordeaux-Meriadeck,Credit,Complete,347.0,Risque,21496.77,,False,False,False,2024.0,8.0,2024Q3,Saturday,1411.13,0.0,High,1411.13,0.0,15,-158.16866666666658,8,10759.36,-13131.89,-2372.529999999999,0.0
TXN001099,CLI0071,2023-08-06 03:30:00,1247.42,EUR,1.0,1247.42,Virement international,PEA,Paris-Centre,Credit,Rejete,797.0,Premium,36649.21,,False,False,False,2023.0,8.0,2023Q3,Sunday,1247.42,0.0,Low,1247.42,0.0,17,347.74176470588236,7,12861.34,-6949.73,5911.610000000001,0.0
TXN000539,CLI0063,2023-07-22 15:04:00,-1816.73,EUR,1.0,-1816.73,Virement,Credit Auto,Paris-Centre,Debit,Complete,426.0,Nan,43430.46,,False,False,False,2023.0,7.0,2023Q3,Saturday,-1816.73,0.0,High,0.0,-1816.73,20,6837.2570000000005,8,155983.84,-19238.7,136745.13999999998,0.0
TXN001735,CLI0135,2022-04-08 18:21:00,-1526.49,EUR,1.0,-1526.49,Depot especes,Credit Auto,Nantes-Commerce,Debit,Complete,593.0,Standard,11004.46,,False,False,False,2022.0,4.0,2022Q2,Friday,-1526.49,0.0,Medium,0.0,-1526.49,17,-807.7217647058824,8,5754.849999999999,-19486.120000000003,-13731.270000000004,0.0
TXN001966,CLI0089,2023-07-06 08:05:00,150000.0,EUR,1.0,97.61,Retrait DAB,Credit Auto,Bordeaux-Meriadeck,Credit,Complete,638.0,Standard,37592.71,,True,False,True,2023.0,7.0,2023Q3,Thursday,150000.0,-149902.39,Medium,150000.0,0.0,10,14483.848000000002,6,152819.33,-7980.85,144838.47999999998,0.0
TXN001627,CLI0116,2024-05-09 02:24:00,-471.97,EUR,1.0,-471.97,Retrait DAB,PEA,Nice-Massena,Debit,Complete,620.0,Standard,3388.96,,False,False,False,2024.0,5.0,2024Q2,Thursday,-471.97,0.0,Medium,0.0,-471.97,13,383.33076923076925,7,10126.45,-5143.150000000001,4983.3,0.0
TXN001208,CLI0007,2022-12-08 01:41:00,-754.47,EUR,1.0,-754.47,Interets,Credit Auto,Nantes-Commerce,Debit,Rejete,635.0,Standard,16942.14,,False,False,False,2022.0,12.0,2022Q4,Thursday,-754.47,0.0,Medium,0.0,-754.47,15,-648.3413333333334,7,3093.12,-12818.24,-9725.119999999999,0.0
TXN000159,CLI0142,2022-01-20 22:10:00,293.92,EUR,1.0,293.92,Interets,PEA,Toulouse-Capitole,Credit,Complete,676.0,Standard,42912.22,,False,False,False,2022.0,1.0,2022Q1,Thursday,293.92,0.0,Medium,293.92,0.0,16,-345.95062499999995,7,12751.539999999999,-18286.75,-5535.210000000001,0.0
TXN001567,CLI0012,2024-11-12 03:25:00,179.58,EUR,1.0,179.58,Paiement CB,Compte Courant,Lille-Grand-Place,Credit,En attente,778.0,Premium,18079.78,,False,False,False,2024.0,11.0,2024Q4,Tuesday,179.58,0.0,Low,179.58,0.0,11,306.97727272727275,5,11103.970000000001,-7727.219999999999,3376.750000000002,0.0
TXN001502,CLI0002,2022-05-01 12:47:00,-23.9,EUR,1.0,-23.9,Paiement CB,Credit Consommation,Lyon-Part-Dieu,Debit,Complete,606.0,Standard,24527.94,,False,False,False,2022.0,5.0,2022Q2,Sunday,-23.9,0.0,Medium,0.0,-23.9,12,-403.41166666666663,6,4148.76,-8989.7,-4840.9400000000005,0.0
TXN000969,CLI0093,2022-08-25 22:15:00,233.6,EUR,1.0,233.6,Retrait DAB,Compte Epargne,Marseille-Vieux-Port,Credit,Complete,786.0,Premium,17664.03,,False,False,False,2022.0,8.0,2022Q3,Thursday,233.6,0.0,Low,233.6,0.0,20,-615.3765,8,10714.33,-23021.86,-12307.53,0.0
TXN001639,CLI0021,2022-11-23 06:36:00,1625.62,MAD,10.85,149.83,Virement international,Compte Courant,Marseille-Vieux-Port,Credit,Complete,697.0,Standard,16731.99,,False,False,False,2022.0,11.0,2022Q4,Wednesday,149.82672811059908,0.003271889400934924,Medium,1625.62,0.0,11,785.919090909091,5,11273.880000000001,-2628.7700000000004,8645.11,0.0
TXN000004,CLI0076,2023-05-14 09:42:00,-299.15,EUR,1.0,-299.15,Retrait DAB,PEA,Lyon-Part-Dieu,Debit,Complete,326.0,Risque,37322.18,,False,False,False,2023.0,5.0,2023Q2,Sunday,-299.15,0.0,High,0.0,-299.15,16,8980.465,8,161121.94,-17434.5,143687.44,0.0
TXN000120,CLI0123,2022-12-21 14:58:00,-1622.72,EUR,1.0,-1622.72,Remboursement credit,Assurance Vie,Bordeaux-Meriadeck,Debit,Complete,595.0,Standard,9693.98,,False,False,False,2022.0,12.0,2022Q4,Wednesday,-1622.72,0.0,Medium,0.0,-1622.72,7,494.47999999999996,6,6640.87,-3179.51,3461.3599999999997,0.0
